ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S95-A32,UCM5C1W40,Unknown,1,IL7R,Test,999,0,Fail,0.019540599,999,999,0,
S95-A33,UCM5C1W40,Unknown,1,JAK2,Test,999,0,Fail,0.019540599,999,999,0,
S95-A34,UCM5C1W40,Unknown,1,PPARGC1A,Test,999,0,Fail,0.019540599,999,999,0,
S95-A35,UCM5C1W40,Unknown,1,STAT3,Test,999,0,Fail,0.019540599,999,999,0,
S95-A36,UCM5C1W40,Unknown,1,TNFRSF1B,Test,999,0,Fail,0.019540599,999,71.06000546,0,
S95-A37,UCM5C1W40,Unknown,1,BCL6,Test,999,0,Fail,0.019540599,999,999,0,
S95-A38,UCM5C1W40,Unknown,1,CCR6,Test,999,0,Fail,0.019540599,999,999,0,
S95-A39,UCM5C1W40,Unknown,1,CD52,Test,999,0,Fail,0.019540599,999,999,0,
S95-A40,UCM5C1W40,Unknown,1,CXCR4,Test,999,0,Fail,0.019540599,999,999,0,
S95-A41,UCM5C1W40,Unknown,1,ICAM1,Test,999,0,Fail,0.019540599,999,999,0,
S95-A42,UCM5C1W40,Unknown,1,IFNG,Test,999,0,Fail,0.019540599,999,999,0,
S95-A43,UCM5C1W40,Unknown,1,IL2RA,Test,999,0,Fail,0.019540599,999,999,0,
S95-A44,UCM5C1W40,Unknown,1,IRF1,Test,999,0,Fail,0.019540599,999,999,0,
S95-A45,UCM5C1W40,Unknown,1,LY6E,Test,999,0,Fail,0.019540599,999,999,0,
S95-A46,UCM5C1W40,Unknown,1,PTEN,Test,999,0,Fail,0.019540599,999,999,0,
S95-A47,UCM5C1W40,Unknown,1,STAT4,Test,999,0,Fail,0.019540599,999,999,0,
S95-A48,UCM5C1W40,Unknown,1,TRAF2,Test,999,0,Fail,0.019540599,999,999,0,
S95-A54,UCM5C1W40,Unknown,1,IFNGR1,Test,24.36760041,0,Fail,0.019540599,999,78.06190666,0,
S95-A53,UCM5C1W40,Unknown,1,ICOS,Test,999,0,Fail,0.019540599,999,999,0,
S95-A52,UCM5C1W40,Unknown,1,FOXP3,Test,999,0,Fail,0.019540599,999,999,0,
S95-A51,UCM5C1W40,Unknown,1,CD53,Test,999,0,Fail,0.019540599,999,999,0,
S95-A50,UCM5C1W40,Unknown,1,CCR7,Test,999,0,Fail,0.019540599,999,999,0,
S95-A49,UCM5C1W40,Unknown,1,C3,Test,999,0,Fail,0.019540599,999,999,0,
S95-A60,UCM5C1W40,Unknown,1,TYK2,Test,999,0,Fail,0.019540599,999,999,0,
S95-A59,UCM5C1W40,Unknown,1,STAT5B,Test,999,0,Fail,0.019540599,999,999,0,
S95-A58,UCM5C1W40,Unknown,1,RAC1,Test,999,0,Fail,0.019540599,999,999,0,
S95-A57,UCM5C1W40,Unknown,1,NFKB1,Test,999,0,Fail,0.019540599,999,999,0,
S95-A56,UCM5C1W40,Unknown,1,IRF2,Test,999,0,Fail,0.019540599,999,999,0,
S95-A55,UCM5C1W40,Unknown,1,IL3,Test,999,0,Fail,0.019540599,999,999,0,
S95-A66,UCM5C1W40,Unknown,1,IL10,Test,999,0,Fail,0.019540599,999,999,0,
S95-A65,UCM5C1W40,Unknown,1,IFI44,Test,999,0,Fail,0.019540599,999,999,0,
S95-A64,UCM5C1W40,Unknown,1,FYN,Test,999,0,Fail,0.019540599,999,999,0,
S95-A63,UCM5C1W40,Unknown,1,CD8A,Test,999,0,Fail,0.019540599,999,999,0,
S95-A62,UCM5C1W40,Unknown,1,CD274,Test,999,0,Fail,0.019540599,999,999,0,
S95-A61,UCM5C1W40,Unknown,1,C5,Test,999,0,Fail,0.019540599,999,999,0,
S95-A72,UCM5C1W40,Unknown,1,VAV1,Test,999,0,Fail,0.019540599,999,999,0,
