ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S06-A01,BloodMAIT41,Unknown,1,AIM2,Test,999,0,Fail,0.020607309,999,999,0,
S06-A02,BloodMAIT41,Unknown,1,CCR3,Test,15.51868211,1,Pass,0.020607309,78.07836853,999,1,
S06-A03,BloodMAIT41,Unknown,1,CD4,Test,999,0,Fail,0.020607309,999,999,0,
S06-A04,BloodMAIT41,Unknown,1,CXCL10,Test,15.1080858,0,Fail,0.020607309,999,999,0,
S06-A05,BloodMAIT41,Unknown,1,GSK3A,Test,999,0,Fail,0.020607309,999,999,0,
S06-A06,BloodMAIT41,Unknown,1,IFIT3,Test,16.25563082,1,Pass,0.020607309,79.6811542,999,1,
S06-A07,BloodMAIT41,Unknown,1,IL2,Test,999,0,Fail,0.020607309,999,999,0,
S06-A08,BloodMAIT41,Unknown,1,IL5RA,Test,999,0,Fail,0.020607309,999,999,0,
S06-A09,BloodMAIT41,Unknown,1,ISG15,Test,999,0,Fail,0.020607309,999,999,0,
S06-A10,BloodMAIT41,Unknown,1,PPARA,Test,999,0,Fail,0.020607309,999,999,0,
S06-A11,BloodMAIT41,Unknown,1,SOCS3,Test,19.24542569,0,Fail,0.020607309,999,999,0,
S06-A12,BloodMAIT41,Unknown,1,TNFAIP3,Test,13.73672634,1,Pass,0.020607309,84.10380975,999,1,
S06-A13,BloodMAIT41,Unknown,1,B2M,Test,9.83013651,1,Pass,0.020607309,82.95414366,999,1,
S06-A14,BloodMAIT41,Unknown,1,CCR4,Test,15.24390245,0,Fail,0.020607309,999,76.85899445,0,
S06-A15,BloodMAIT41,Unknown,1,CD40,Test,15.08623628,1,Pass,0.020607309,87.36631065,999,1,
S06-A16,BloodMAIT41,Unknown,1,CXCL9,Test,999,0,Fail,0.020607309,999,999,0,
S06-A17,BloodMAIT41,Unknown,1,GSK3B,Test,999,0,Fail,0.020607309,999,999,0,
S06-A18,BloodMAIT41,Unknown,1,IFNAR1,Test,999,0,Fail,0.020607309,999,999,0,
S06-A19,BloodMAIT41,Unknown,1,IL21,Test,999,0,Fail,0.020607309,999,999,0,
S06-A20,BloodMAIT41,Unknown,1,IL7,Test,999,0,Fail,0.020607309,999,999,0,
S06-A21,BloodMAIT41,Unknown,1,JAK1,Test,13.80953325,1,Pass,0.020607309,81.15742586,999,1,
S06-A22,BloodMAIT41,Unknown,1,PPARG,Test,999,0,Fail,0.020607309,999,999,0,
S06-A23,BloodMAIT41,Unknown,1,STAT1,Test,999,0,Fail,0.020607309,999,999,0,
S06-A24,BloodMAIT41,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.020607309,999,999,0,
S06-A25,BloodMAIT41,Unknown,1,BCL2,Test,17.70289805,0,Fail,0.020607309,999,999,0,
S06-A26,BloodMAIT41,Unknown,1,CCR5,Test,15.85572057,1,Pass,0.020607309,80.69565411,999,1,
S06-A27,BloodMAIT41,Unknown,1,CD44,Test,13.63119419,1,Pass,0.020607309,86.93343084,999,1,
S06-A28,BloodMAIT41,Unknown,1,CXCR3,Test,999,0,Fail,0.020607309,999,999,0,
S06-A29,BloodMAIT41,Unknown,1,HLA-DRA,Test,999,0,Fail,0.020607309,999,999,0,
S06-A30,BloodMAIT41,Unknown,1,IFNAR2,Test,17.69722168,1,Pass,0.020607309,81.34823298,999,1,
S06-A31,BloodMAIT41,Unknown,1,IL25,Test,17.43222357,1,Pass,0.020607309,84.55445502,999,1,
S06-A32,BloodMAIT41,Unknown,1,IL7R,Test,10.84382094,1,Pass,0.020607309,80.87200839,999,1,
S06-A33,BloodMAIT41,Unknown,1,JAK2,Test,15.02577475,0,Fail,0.020607309,999,999,0,
S06-A34,BloodMAIT41,Unknown,1,PPARGC1A,Test,999,0,Fail,0.020607309,999,999,0,
S06-A35,BloodMAIT41,Unknown,1,STAT3,Test,999,0,Fail,0.020607309,999,999,0,
S06-A36,BloodMAIT41,Unknown,1,TNFRSF1B,Test,26.84244838,0,Fail,0.020607309,999,71.13328223,0,
S06-A37,BloodMAIT41,Unknown,1,BCL6,Test,999,0,Fail,0.020607309,999,999,0,
S06-A38,BloodMAIT41,Unknown,1,CCR6,Test,15.90046022,0,Fail,0.020607309,999,84.61920828,0,
S06-A39,BloodMAIT41,Unknown,1,CD52,Test,13.28042034,1,Pass,0.020607309,79.31667635,999,1,
S06-A40,BloodMAIT41,Unknown,1,CXCR4,Test,12.26769677,0,Fail,0.020607309,999,999,0,
S06-A41,BloodMAIT41,Unknown,1,ICAM1,Test,18.32192527,0,Fail,0.020607309,999,89.05109595,0,
S06-A42,BloodMAIT41,Unknown,1,IFNG,Test,16.66473544,1,Pass,0.020607309,76.85749527,999,1,
S06-A43,BloodMAIT41,Unknown,1,IL2RA,Test,999,0,Fail,0.020607309,999,999,0,
S06-A44,BloodMAIT41,Unknown,1,IRF1,Test,14.67894978,1,Pass,0.020607309,83.86783721,999,1,
S06-A45,BloodMAIT41,Unknown,1,LY6E,Test,14.27107865,1,Pass,0.020607309,84.44898185,999,1,
S06-A46,BloodMAIT41,Unknown,1,PTEN,Test,15.49380515,1,Pass,0.020607309,79.42623884,999,1,
S06-A47,BloodMAIT41,Unknown,1,STAT4,Test,14.90249703,1,Pass,0.020607309,80.22765493,999,1,
S06-A48,BloodMAIT41,Unknown,1,TRAF2,Test,999,0,Fail,0.020607309,999,999,0,
S06-A54,BloodMAIT41,Unknown,1,IFNGR1,Test,14.28656005,0,Fail,0.020607309,999,999,0,
S06-A53,BloodMAIT41,Unknown,1,ICOS,Test,999,0,Fail,0.020607309,999,999,0,
S06-A52,BloodMAIT41,Unknown,1,FOXP3,Test,999,0,Fail,0.020607309,999,999,0,
S06-A51,BloodMAIT41,Unknown,1,CD53,Test,13.97451126,0,Fail,0.020607309,999,999,0,
S06-A50,BloodMAIT41,Unknown,1,CCR7,Test,15.80150565,1,Pass,0.020607309,81.4365249,999,1,
S06-A49,BloodMAIT41,Unknown,1,C3,Test,999,0,Fail,0.020607309,999,999,0,
S06-A60,BloodMAIT41,Unknown,1,TYK2,Test,16.92666805,1,Pass,0.020607309,84.98027086,999,1,
S06-A59,BloodMAIT41,Unknown,1,STAT5B,Test,14.684663,0,Fail,0.020607309,999,82.74140629,0,
S06-A58,BloodMAIT41,Unknown,1,RAC1,Test,20.25623912,0,Fail,0.020607309,999,85.40540682,0,
S06-A57,BloodMAIT41,Unknown,1,NFKB1,Test,999,0,Fail,0.020607309,999,999,0,
S06-A56,BloodMAIT41,Unknown,1,IRF2,Test,15.89359371,1,Pass,0.020607309,81.89096137,999,1,
S06-A55,BloodMAIT41,Unknown,1,IL3,Test,999,0,Fail,0.020607309,999,999,0,
S06-A66,BloodMAIT41,Unknown,1,IL10,Test,17.42668291,0,Fail,0.020607309,999,999,0,
S06-A65,BloodMAIT41,Unknown,1,IFI44,Test,16.18748985,0,Fail,0.020607309,999,999,0,
S06-A64,BloodMAIT41,Unknown,1,FYN,Test,14.54035779,1,Pass,0.020607309,77.7739525,999,1,
S06-A63,BloodMAIT41,Unknown,1,CD8A,Test,999,0,Fail,0.020607309,999,999,0,
